index,d1,d2,number of calculations,point type,Cids (may be more than one)
125,496.81298799999996,353.347992,35,1,1
126,473.494995,40.794998,5,1,18
127,136.16499299999998,234.90899700000003,7,1,7
128,331.536987,277.278992,21,1,1
129,227.753998,161.722,35,1,1
130,29.653999,94.833,7,1,15
131,59.145,134.66499299999998,9,1,8
132,567.411011,281.058014,21,1,1
133,345.661011,333.121002,17,1,4
134,410.20401,399.16299399999997,18,1,4
135,427.972992,313.82901,36,1,1
136,544.440979,446.59399400000007,24,1,1
137,199.862,417.181,12,1,10
138,314.30899,322.428986,15,1,4
139,50.758998999999996,82.452003,9,1,7
140,584.98999,401.860992,36,1,1
141,435.26599100000004,158.348999,20,1,1
142,43.442001,345.700989,7,1,19
143,105.735001,266.322998,8,1,8
144,167.479004,175.30599999999998,16,1,4
145,154.638,357.752991,9,1,8
146,390.036987,278.677002,31,1,1
147,590.210022,288.76901200000003,24,1,1
148,639.905029,111.399002,21,1,14
149,606.062988,138.800003,17,1,1
150,561.278015,295.947998,25,1,1
151,318.694,369.30899,14,1,4
152,242.164993,274.343994,15,1,4
153,644.638,102.209999,18,1,14
154,102.45500200000001,162.998001,20,1,7
155,419.83898899999997,290.972992,33,1,1
156,539.109009,215.75500499999998,18,1,1
157,188.621994,417.37298599999997,13,1,10
158,375.708008,399.62399300000004,20,1,4
159,361.789001,349.989014,17,1,4
160,605.15802,394.075012,22,1,1
161,30.992001000000002,171.520996,8,1,20
162,221.78300499999997,106.579002,23,1,1
163,205.26899699999998,138.574005,44,1,1
164,185.667999,335.60400400000003,13,1,13
165,424.29400599999997,97.509003,13,1,1
166,523.036011,399.070007,37,1,1
167,631.9530030000001,90.27600100000001,7,1,14
168,177.53500400000001,415.957001,7,1,8
169,334.99301099999997,339.56601,14,1,4
170,513.419983,414.022003,27,1,1
171,201.416,163.787994,34,1,1
172,75.614998,461.57901,10,1,21
173,645.271973,89.614998,14,1,14
174,503.428986,236.263,19,1,1
175,312.492004,210.246994,39,1,1
176,606.664001,427.97399900000005,33,1,1
177,481.533997,161.421997,22,1,1
178,517.442017,406.076996,33,1,1
179,237.69400000000002,108.414001,12,1,1
180,447.132996,312.509003,40,1,1
181,522.184021,366.365997,43,1,1
182,428.716003,279.23199500000004,22,1,1
183,657.953979,380.846008,17,1,1
184,125.621002,323.664001,16,1,8
185,203.886993,440.68701200000004,10,1,10
186,138.916,419.429993,6,1,22
187,530.117004,253.397995,28,1,1
188,162.988007,421.22000099999997,15,1,8
189,423.47900400000003,292.575989,35,1,1
190,525.344971,249.36500499999997,19,1,1
191,445.31201200000004,133.772995,12,1,1
192,52.852001,51.333,17,1,4
193,652.184021,369.588989,19,1,1
194,522.461975,396.860992,35,1,1
195,560.739014,344.040009,21,1,1
196,68.316002,152.404007,16,1,10
197,113.525002,399.234985,6,1,9
198,361.20401,261.708008,33,1,1
199,35.911999,370.350006,8,1,23
200,631.9229740000001,124.433998,13,1,14
201,426.097992,131.962997,14,1,1
202,29.856001000000003,350.19101,3,-1,-1
203,444.18600499999997,74.773003,21,1,14
204,517.9530030000001,434.91101100000003,11,1,1
205,330.317993,93.491997,18,1,1
206,89.978996,99.889999,13,1,4
207,368.22399900000005,83.125,14,1,1
208,368.832001,354.847992,13,1,4
209,260.459991,243.82200600000002,17,1,4
210,257.160004,281.057007,12,1,4
211,435.97500599999995,303.593994,32,1,1
212,403.571991,402.153015,10,1,4
213,403.13501,307.951996,41,1,1
214,324.640015,316.003998,18,1,4
215,526.518982,373.040009,35,1,1
216,613.237976,177.156998,23,1,1
217,349.59500099999997,361.01800499999996,21,1,4
218,368.64801,321.57901,17,1,1
219,466.88800000000003,218.47799700000002,22,1,1
220,209.75900299999998,90.274002,17,1,1
221,194.89399699999998,145.770996,28,1,1
222,544.4169919999999,304.859985,20,1,1
223,606.6729740000001,393.790009,27,1,1
224,336.544006,378.73400899999996,17,1,4
225,598.466003,375.536987,15,1,1
226,40.381001,148.067993,6,1,16
227,217.701004,69.130997,21,1,1
228,623.314026,416.785004,29,1,1
229,309.382996,352.445007,16,1,4
230,79.310997,284.882996,12,1,16
231,151.524994,100.473,44,1,1
232,576.856995,319.35598799999997,16,1,1
233,220.875,78.129997,27,1,1
234,119.988998,91.217003,35,1,1
235,315.947998,355.89300499999996,16,1,4
236,346.309998,345.015015,12,1,4
237,426.15301500000004,292.544006,37,1,1
238,440.257996,101.383003,14,1,1
239,247.34199500000003,162.66099499999999,30,1,1
240,659.0930179999999,306.93701200000004,18,1,1
241,324.884003,170.81900000000002,22,1,1
242,66.556,173.71899399999998,11,1,8
243,571.239014,104.254997,11,1,14
244,210.753006,253.785995,8,1,3
245,637.757996,346.757996,21,1,1
246,603.078979,404.593994,27,1,1
247,74.904999,410.26901200000003,8,1,20
248,229.23800699999998,179.16499299999998,22,1,1
249,512.989014,248.854996,25,1,1
250,183.524994,168.171005,17,1,4
251,528.3439940000001,223.132996,24,1,1
252,571.421021,153.628006,17,1,1
253,322.877991,181.17700200000002,22,1,1
254,208.62399299999998,105.845001,21,1,1
255,257.717987,412.964996,14,1,7
256,191.507996,423.796997,13,1,10
257,544.46698,205.03100600000002,21,1,1
258,183.649002,69.685997,14,1,1
259,269.04599,415.20901499999997,10,1,7
260,657.117004,452.665009,37,1,1
261,341.696014,375.322998,12,1,4
262,113.268997,397.28299,5,1,9
263,632.650024,178.970993,18,1,1
264,253.36300699999998,93.762001,27,1,1
265,521.9400019999999,319.31201200000004,17,1,1
266,512.971008,346.678009,47,1,1
267,242.242004,70.839996,19,1,1
268,343.147003,94.478996,23,1,1
269,667.1400150000001,364.03299,25,1,1
270,156.889999,150.130997,8,1,4
271,173.425995,425.68200700000006,10,1,8
272,462.584991,46.923,5,1,24
273,205.884003,183.192993,17,1,1
274,582.6770019999999,215.25900299999998,23,1,1
275,321.800995,253.26400800000002,32,1,1
276,517.664978,70.057999,14,1,14
277,257.065002,103.917999,12,1,1
278,443.22198499999996,101.127998,15,1,1
279,261.802002,258.218994,22,1,4
280,377.427002,277.386993,30,1,1
281,637.02301,204.921005,21,1,1
282,613.4689940000001,239.093002,13,1,1
283,288.195007,413.503998,14,1,6
284,583.867004,453.85299699999996,28,1,1
285,549.935974,207.559006,17,1,1
286,163.863007,272.68798799999996,12,1,7
287,535.0,155.746002,10,1,1
288,330.765015,363.64599599999997,13,1,4
289,665.755005,327.566986,19,1,1
290,152.292007,347.64898700000003,12,1,8
291,337.131012,362.05899,17,1,4
292,631.010986,443.962006,25,1,1
293,245.641998,426.36199999999997,7,1,7
294,95.16100300000001,416.27999900000003,4,1,25
295,376.446014,211.813004,19,1,1
296,508.174011,429.85800199999994,17,1,1
297,608.848999,248.30700699999997,13,1,1
298,480.69299299999994,159.154999,27,1,1
299,601.304016,87.805,15,1,14
300,40.584,245.41700699999998,6,1,21
301,108.983002,81.510002,27,1,1
302,178.016006,402.902008,14,1,8
303,518.534973,439.873993,22,1,1
304,311.152008,344.179993,12,1,4
305,305.458008,38.550999,14,1,14
306,275.852997,415.115997,9,1,26
307,271.557007,391.984985,11,1,6
308,425.753998,121.133003,19,1,1
309,436.92700199999996,140.483994,22,1,1
310,271.466003,280.044006,23,1,4
311,168.973999,251.395004,10,1,6
312,144.906998,113.889,34,1,1
313,449.123993,129.988998,23,1,1
314,131.936996,149.259003,19,1,4
315,382.863007,386.951996,9,1,4
316,476.02300999999994,341.60900899999996,32,1,1
317,344.265015,413.817993,12,1,3
318,318.31399500000003,91.872002,25,1,1
319,639.960999,256.539001,16,1,1
320,176.649994,371.484985,16,1,10
321,632.0939940000001,426.82901,46,1,1
322,523.307007,433.528992,22,1,1
323,126.76299999999999,272.737,17,1,10
324,518.2020259999999,424.382996,20,1,1
325,563.268005,318.03799399999997,9,1,1
326,656.1099849999999,136.136002,10,1,27
327,612.294006,173.192001,18,1,1
328,355.113007,102.16999799999999,18,1,1
329,228.218002,148.266998,27,1,1
330,558.5059809999999,148.826996,27,1,1
331,185.067993,270.967987,13,1,6
332,375.664001,273.917999,22,1,1
333,165.121002,345.51300000000003,13,1,10
334,67.906998,90.611,19,1,6
335,288.79699700000003,161.382996,20,1,1
336,235.46600299999997,254.38999900000002,19,1,4
337,665.776978,441.68600499999997,42,1,1
338,433.84500099999997,353.803986,22,1,1
339,673.594971,415.084991,25,1,1
340,128.03599499999999,360.951996,7,1,28
341,560.612976,200.313004,20,1,1
342,523.039978,447.243011,14,1,1
343,485.29400599999997,161.151993,28,1,1
344,444.571991,143.869995,23,1,1
345,316.298004,434.39199800000006,11,1,6
346,402.77301,284.217987,34,1,1
347,539.4069820000001,427.306,18,1,1
348,68.055,393.717987,8,1,29
349,521.9580080000001,89.82800300000001,19,1,14
350,131.722,173.658997,6,1,6
351,40.111999999999995,148.011002,4,1,16
352,358.221985,339.085999,15,1,4
353,509.088013,420.18899500000003,24,1,1
354,24.009001,107.766998,10,1,25
355,315.852997,272.647003,21,1,1
356,642.8439940000001,172.613998,16,1,1
357,510.98001100000005,387.89599599999997,36,1,1
358,456.32000700000003,85.624001,15,1,14
359,454.712006,141.061996,11,1,1
360,381.389008,264.362,33,1,1
361,68.998001,44.105999,31,1,1
362,137.136993,281.847992,12,1,10
363,367.864014,404.339996,13,1,4
364,310.859985,76.639999,9,1,1
365,240.36999500000002,87.621002,19,1,1
366,198.516998,97.11799599999999,24,1,1
367,618.663025,309.628998,25,1,1
368,233.96499599999999,172.781998,45,1,1
369,409.411987,296.240997,32,1,1
370,268.402008,326.884003,12,1,3
371,57.223999,77.79900400000001,9,1,6
372,253.72399900000002,263.11801099999997,20,1,4
373,466.089996,154.477997,26,1,1
374,138.53100600000002,89.481003,21,1,1
375,349.174988,363.20901499999997,11,1,4
376,464.19799800000004,48.134997999999996,4,1,24
377,655.112,337.11199999999997,21,1,1
378,274.649994,305.195007,11,1,4
379,231.348007,149.408005,20,1,1
380,514.020996,350.73699999999997,34,1,1
381,653.344971,439.667999,39,1,1
382,324.541992,75.254997,24,1,1
383,670.314026,321.29699700000003,25,1,1
384,525.236023,224.789993,20,1,1
385,406.260986,378.575989,25,1,4
386,328.294006,399.600006,12,1,3
387,65.650002,105.292,11,1,7
388,537.830994,386.027008,33,1,1
389,88.38200400000001,391.389008,9,1,25
390,67.466003,276.843994,8,1,30
391,476.22900400000003,426.43798799999996,14,1,1
392,229.30200200000002,94.68,25,1,1
393,78.622002,92.777,23,1,4
394,290.497009,99.792999,15,1,1
395,153.878006,372.26599100000004,12,1,8
396,557.546021,183.662994,20,1,1
397,30.151999999999997,302.263,8,1,31
398,438.14898700000003,359.13800000000003,20,1,1
399,440.80801399999996,333.63198900000003,41,1,1
400,534.401001,191.01800500000002,18,1,1
401,36.111,299.346985,10,1,19
402,84.956001,163.597,18,1,13
403,639.867004,306.737,28,1,1
404,144.095001,75.677002,17,1,1
405,454.32299800000004,71.04499799999999,13,1,14
406,259.006012,108.685997,15,1,1
407,249.354004,183.113998,33,1,1
408,302.552002,283.863007,16,1,4
409,541.992981,430.81201200000004,21,1,1
410,328.027008,258.38501,31,1,1
411,218.354004,98.038002,21,1,1
412,659.5770259999999,101.893997,13,1,14
413,210.80200200000002,171.526001,33,1,1
414,57.030998,170.727005,8,1,22
415,258.35400400000003,160.10600300000002,19,1,1
416,535.715027,214.516998,18,1,1
417,548.89502,353.427002,15,1,1
418,600.762024,262.48999,21,1,1
419,138.190994,369.528015,11,1,32
420,238.82400499999997,217.36599700000002,5,1,1
421,248.82000699999998,144.889999,17,1,1
422,117.363998,261.468994,18,1,10
423,146.826996,252.020004,14,1,7
424,422.298004,146.255997,16,1,1
425,153.636002,309.867004,9,1,10
426,530.757996,338.81601,28,1,1
427,206.397995,74.27600100000001,18,1,1
428,32.810001,170.112,11,1,33
429,610.78302,420.506989,42,1,1
430,65.958,286.636993,11,1,25
431,310.510986,345.281006,14,1,4
432,487.299988,161.199005,25,1,1
433,239.44700600000002,407.908997,10,1,7
434,291.156006,104.052002,18,1,1
435,631.588989,210.143997,25,1,1
436,571.9970089999999,185.255005,24,1,1
437,100.069,280.795013,8,1,28
438,409.072998,398.27398700000003,19,1,4
439,35.236,176.363998,5,1,34
440,568.807983,167.182999,17,1,1
441,538.963989,455.89498899999995,17,1,1
442,496.01699800000006,410.996002,21,1,1
443,280.691986,265.170013,21,1,4
444,461.053986,58.123001,11,1,14
445,58.445,146.639999,11,1,8
446,128.432007,290.26901200000003,16,1,8
447,154.330994,123.141998,27,1,1
448,256.127991,251.643005,17,1,4
449,343.10101299999997,128.084,18,1,1
450,39.911999,150.513,8,1,16
451,666.825012,430.51901200000003,22,1,1
452,21.462,77.293999,10,1,16
453,63.833999999999996,407.371002,8,1,11
454,647.169006,171.828003,20,1,1
455,217.67100499999998,124.708,19,1,1
456,601.317017,184.68099999999998,21,1,1
457,354.291992,352.26800499999996,21,1,4
458,97.968002,29.370001000000002,17,1,1
459,7.797999999999999,335.317993,2,-1,-1
460,337.036011,356.350006,12,1,4
461,70.635002,409.332001,8,1,29
462,52.622002,289.036987,7,1,20
463,606.388977,374.335999,27,1,1
464,681.163025,433.35800199999994,18,1,1
465,683.671021,422.505005,21,1,1
466,552.3319700000001,170.764999,17,1,1
467,604.7349849999999,150.86099199999998,20,1,1
468,233.996002,72.875999,18,1,1
469,643.419983,175.62399299999998,19,1,1
470,137.783997,402.600006,11,1,35
471,489.923004,156.906998,28,1,1
472,312.424011,430.181,4,1,6
473,272.368988,30.91,11,1,36
474,41.458999999999996,74.058998,9,1,7
475,637.52002,346.696014,19,1,1
476,554.1979980000001,309.18701200000004,16,1,1
477,383.68899500000003,293.13198900000003,41,1,1
478,643.382996,143.582001,16,1,1
479,595.015991,436.411987,35,1,1
480,173.621994,162.210999,22,1,4
481,216.906998,114.343002,26,1,1
482,662.197021,357.12399300000004,24,1,1
483,619.559021,136.57200600000002,18,1,1
484,396.144989,287.850006,30,1,1
485,537.47998,372.14401200000003,34,1,1
486,193.875,342.38198900000003,9,1,7
487,625.698975,336.246002,24,1,1
488,28.163,104.377998,5,1,16
489,354.63198900000003,418.369995,22,1,4
490,637.8759769999999,234.05000299999998,23,1,1
491,578.7490230000001,155.158005,16,1,1
492,262.704987,262.756012,8,1,4
493,271.326996,120.79900400000001,22,1,1
494,53.695999,140.332993,10,1,8
495,675.021973,441.903992,23,1,1
496,211.126007,414.87298599999997,13,1,37
497,291.239014,267.566986,21,1,4
498,418.200989,285.682007,34,1,1
499,144.727005,363.410004,10,1,8
500,146.688995,68.014,20,1,1
501,56.216,139.917999,10,1,8
502,423.31799299999994,149.014999,15,1,1
503,58.500999,152.58999599999999,12,1,8
504,458.55899000000005,64.913002,11,1,14
505,394.864014,286.81601,28,1,1
506,118.109001,213.61500499999997,11,1,13
507,656.64801,123.61799599999999,15,1,14
508,304.612,357.527008,8,1,4
509,497.72900400000003,179.009995,23,1,1
510,462.196991,148.753006,20,1,1
511,176.488998,144.634995,20,1,1
512,608.1719969999999,452.337006,31,1,1
513,33.796001000000004,254.742004,7,1,12
514,115.486,177.08500700000002,4,1,7
515,611.828979,204.873001,24,1,1
516,661.8270259999999,333.678009,26,1,1
517,219.5,413.658997,9,1,13
518,445.59200999999996,359.608002,24,1,1
519,459.97601299999997,59.185001,11,1,14
520,515.737,354.632996,41,1,1
521,69.353996,276.035004,7,1,30
522,30.549999,200.938004,6,1,11
523,104.567001,288.074005,13,1,38
524,540.018982,134.873001,22,1,1
525,261.03299,257.946014,18,1,4
526,116.11799599999999,270.09899900000005,7,1,8
527,329.838013,407.196014,10,1,3
528,388.661987,297.95401,26,1,1
529,266.255005,409.427002,7,1,7
530,429.35998499999994,108.485001,21,1,1
531,316.522003,356.910004,17,1,4
532,212.57000699999998,424.27999900000003,13,1,10
533,70.260002,90.167999,7,1,6
534,593.0780030000001,403.316986,33,1,1
535,321.47399900000005,383.121002,14,1,3
536,156.063995,334.575989,18,1,10
537,175.63900800000002,430.992004,10,1,8
538,517.895996,55.445999,11,1,36
539,93.41999799999999,153.067993,12,1,7
540,173.811996,435.535004,12,1,8
541,578.695007,410.891998,35,1,1
542,411.56298799999996,347.910004,15,1,1
543,27.452999,303.158997,5,1,39
544,97.228996,167.076004,15,1,7
545,476.85199000000006,179.141006,17,1,1
546,179.783005,315.420013,12,1,7
547,16.223,251.97099300000002,4,1,40
548,554.689026,237.09599300000002,20,1,1
549,408.576996,300.765015,28,1,1
550,92.035004,106.07800300000001,6,1,4
551,465.43899500000003,325.735992,38,1,1
552,449.596008,337.957001,28,1,1
553,414.52600099999995,384.118988,15,1,4
554,658.52301,125.33899699999999,12,1,14
555,551.945984,321.266998,18,1,1
556,628.7559809999999,281.993988,23,1,1
557,160.227005,327.049011,12,1,10
558,306.480011,140.395004,20,1,1
559,522.469971,411.807007,33,1,1
560,215.73800699999998,99.917,19,1,1
561,617.012024,146.807007,13,1,1
562,247.63499500000003,109.885002,19,1,1
563,570.13501,181.315994,19,1,1
564,537.0729980000001,343.324005,31,1,1
565,567.2180179999999,146.138,16,1,1
566,544.39801,202.037003,26,1,1
567,535.007019,354.878998,44,1,1
568,238.09599300000002,82.255997,16,1,1
569,328.156006,103.931,19,1,1
570,40.938,393.51300000000003,6,1,41
571,429.5,157.832001,22,1,1
572,665.200012,136.75,10,1,27
573,273.786987,171.162994,18,1,1
574,679.9849849999999,341.54699700000003,28,1,1
575,441.286987,75.081001,19,1,14
576,70.071999,219.559006,5,1,42
577,423.53601100000003,397.091003,14,1,4
578,358.660004,276.619995,25,1,1
579,493.10900899999996,222.59500099999997,14,1,1
580,112.874001,418.18798799999996,4,1,16
581,597.882019,443.503998,28,1,1
582,288.790009,438.928009,9,1,7
583,447.425995,58.318999999999996,9,1,14
584,572.426025,462.51098600000006,21,1,1
585,137.681,427.60699500000004,8,1,43
586,258.924988,265.519989,15,1,4
587,63.058997999999995,288.994995,9,1,25
588,255.31799300000003,58.331001,16,1,1
589,281.14300499999996,169.615005,15,1,1
590,173.899002,406.761993,9,1,8
591,184.904999,264.567993,13,1,6
592,437.48901399999994,308.860992,40,1,1
593,176.628998,350.00201400000003,5,1,10
594,272.958008,358.739014,8,1,6
595,188.835999,417.102997,17,1,10
596,635.244995,103.79499799999999,9,1,14
597,332.428009,252.47099300000002,36,1,1
598,575.153015,166.684998,19,1,1
599,28.910999,99.315002,7,1,17
600,639.6259769999999,144.365997,14,1,1
601,487.128998,71.48200200000001,15,1,14
602,303.842987,139.386993,22,1,1
603,618.075012,456.074005,40,1,1
604,624.7020259999999,413.61199999999997,41,1,1
605,154.880997,421.634003,12,1,38
606,176.865997,371.907013,16,1,10
607,620.955017,248.04699700000003,14,1,1
608,72.602997,49.363997999999995,32,1,1
609,188.617996,96.29900400000001,22,1,1
610,684.414001,242.65499900000003,30,1,1
611,29.804001,307.13501,8,1,23
612,117.400002,225.27600099999998,18,1,13
613,472.289001,170.257996,16,1,1
614,382.580994,419.315002,9,1,4
615,555.840027,182.671997,21,1,1
616,339.920013,320.06201200000004,22,1,4
617,548.47998,416.31399500000003,35,1,1
618,124.59700000000001,113.790001,8,1,4
619,156.770996,296.410004,12,1,13
620,154.257996,164.53999299999998,16,1,4
621,331.93399,363.89401200000003,11,1,4
622,270.471985,438.174011,10,1,7
623,565.8599849999999,459.45401,30,1,1
624,279.119995,163.332001,11,1,1
625,439.256989,74.560997,18,1,14
626,625.301025,232.05299399999998,26,1,1
627,639.198975,142.087997,12,1,1
628,549.065979,385.596985,39,1,1
629,365.87399300000004,366.73199500000004,10,1,4
630,377.14099100000004,33.029999,4,1,44
631,560.664978,422.68701200000004,24,1,1
632,669.760986,339.394989,19,1,1
633,431.372009,364.02999900000003,11,1,1
634,167.942001,409.218994,17,1,8
635,204.162994,424.799988,12,1,10
636,508.425995,61.924,10,1,14
637,127.968002,286.83401499999997,8,1,10
638,295.39898700000003,281.73999,13,1,4
639,250.44299300000003,147.494003,17,1,1
640,44.139998999999996,380.735992,8,1,45
641,571.289978,279.72000099999997,23,1,1
642,337.829987,432.332001,13,1,6
643,323.888,89.833,18,1,1
644,102.459999,419.402008,7,1,30
645,301.722992,105.178001,17,1,1
646,446.471008,303.576996,33,1,1
647,353.39599599999997,329.170013,27,1,4
648,262.822998,228.669998,10,1,1
649,444.98800700000004,163.51800500000002,22,1,1
650,561.731018,299.259003,22,1,1
651,624.85498,360.424011,11,1,1
652,51.570999,386.960999,8,1,12
653,168.675995,280.826996,13,1,7
654,150.819,430.199005,4,1,2
655,104.766998,227.983002,19,1,10
656,633.8439940000001,84.471001,10,1,14
657,576.538025,406.63198900000003,30,1,1
658,248.813004,279.035004,10,1,4
659,626.671021,254.99499500000002,11,1,1
660,69.746002,302.79599,13,1,25
661,44.477001,102.126999,7,1,8
662,612.2509769999999,219.246994,22,1,1
663,423.694,134.559998,21,1,1
664,502.584991,246.656998,24,1,1
665,105.45300300000001,149.42799399999998,6,1,6
666,450.64199800000006,70.155998,15,1,14
667,46.813,352.38501,7,1,12
668,105.157997,181.440002,8,1,7
669,541.955994,125.613998,24,1,1
670,554.132996,189.46400500000001,18,1,1
671,674.367004,345.447998,22,1,1
672,61.714001,69.726997,15,1,4
673,642.867981,221.354004,16,1,1
674,274.175995,404.820007,11,1,6
675,565.289978,411.55899,25,1,1
676,395.410004,390.35400400000003,19,1,4
677,108.851997,390.489014,12,1,16
678,205.09399399999998,245.33599900000002,8,1,3
679,447.10299699999996,142.335999,20,1,1
680,605.976013,211.039993,18,1,1
681,370.247009,400.444,19,1,4
682,393.15799,414.06100499999997,12,1,4
683,571.523987,413.035004,34,1,1
684,336.718994,335.23699999999997,16,1,4
685,285.916992,265.77301,22,1,4
686,99.057999,268.003998,14,1,38
687,523.963989,438.921997,15,1,1
688,437.01599100000004,108.485001,10,1,1
689,251.358994,71.207001,15,1,1
690,625.544006,272.036011,11,1,1
691,623.3720089999999,112.561996,20,1,14
692,343.033997,353.608002,22,1,4
693,601.65802,355.928009,15,1,1
694,261.696991,101.720001,15,1,1
695,305.81601,76.428001,22,1,1
696,568.804016,164.184998,25,1,1
697,598.784973,294.545013,19,1,1
698,672.455017,333.96200600000003,22,1,1
699,326.088989,76.594002,15,1,1
700,639.757996,87.478996,8,1,14
701,410.708008,285.971985,32,1,1
702,135.501999,83.738998,21,1,1
703,217.774002,108.974998,23,1,1
704,538.195007,129.959,17,1,1
705,231.061996,68.763,18,1,1
706,65.550003,80.113998,13,1,3
707,214.916,246.544006,8,1,4
708,460.333008,87.264,11,1,14
709,231.44299300000003,102.337997,20,1,1
710,282.24798599999997,264.950989,18,1,4
711,32.117001,109.217003,6,1,17
712,550.481018,156.082001,16,1,1
713,645.726013,169.095001,14,1,1
714,118.32599599999999,292.673004,18,1,8
715,331.139008,270.07901,20,1,1
716,420.985992,292.76901200000003,30,1,1
717,667.984009,349.415009,18,1,1
718,545.117981,305.18899500000003,19,1,1
719,628.612,103.540001,11,1,14
720,376.122009,300.585999,24,1,1
721,329.54599,254.23800699999998,25,1,1
