index,d1,d2,number of calculations,point type,Cids (may be more than one)
352,523.466,67.773,8,1,21
353,488.18699999999995,67.923,12,1,22
354,504.80300000000005,68.30199999999999,8,1,22
355,466.57199999999995,68.819,6,1,23
356,461.595,69.35,6,1,23
357,473.67400000000004,69.556,8,1,23
358,431.04,69.589,5,1,24
359,456.452,70.104,8,1,23
360,450.642,70.156,5,1,23
361,500.67400000000004,70.16,12,1,22
362,494.98199999999997,70.178,9,1,22
363,512.411,71.274,12,1,22
364,461.56800000000004,72.37,6,1,23
365,504.405,73.14699999999999,6,1,23
366,449.195,73.234,7,1,24
367,524.047,73.32,12,1,22
368,444.00199999999995,73.804,10,1,24
369,503.44599999999997,73.822,8,1,23
370,490.32599999999996,74.669,9,1,23
371,444.186,74.773,11,1,24
372,443.042,75.007,11,1,24
373,476.08099999999996,75.411,7,1,23
374,443.575,75.477,12,1,24
375,516.205,77.533,5,1,23
376,484.653,78.14699999999999,5,1,24
377,455.329,78.197,10,1,24
378,459.305,78.72,10,1,24
379,495.57199999999995,78.745,5,1,23
380,425.95599999999996,78.906,5,1,25
381,526.738,80.445,8,1,23
382,528.601,80.789,8,1,23
383,493.7,81.47800000000001,8,1,24
384,470.216,82.18299999999999,6,1,24
385,471.17,82.281,6,1,24
386,477.29,82.318,8,1,24
387,536.043,82.47200000000001,9,1,23
388,529.99,82.646,4,1,23
389,441.62199999999996,82.712,8,1,25
390,482.255,82.785,10,1,24
391,488.474,83.054,12,1,24
392,474.061,83.219,8,1,24
393,531.936,83.234,5,1,23
394,513.1669999999999,84.62799999999999,8,1,24
395,494.467,84.637,11,1,24
396,535.227,85.103,5,1,23
397,529.089,85.565,5,1,24
398,456.32,85.624,7,1,25
399,518.369,85.695,6,1,24
400,511.716,85.906,10,1,24
401,492.166,86.23299999999999,6,1,24
402,448.94599999999997,86.545,3,0,25
403,432.501,87.16799999999999,6,1,26
404,525.191,87.662,12,1,24
405,497.048,88.24700000000001,4,1,24
406,525.932,88.42200000000001,12,1,24
407,437.223,89.016,5,1,26
408,429.847,89.10700000000001,6,1,26
409,521.9580000000001,89.82799999999999,9,1,24
410,517.274,90.571,6,1,24
411,537.606,91.82799999999999,11,1,24
412,436.353,91.96799999999999,6,1,27
"413,506.119,92.78399999999999,3,0,""[25, 68]"""
414,527.511,93.64299999999999,4,1,24
415,424.29400000000004,97.509,12,1,28
416,441.89599999999996,97.95,9,1,29
417,436.16,99.51,7,1,28
418,434.226,100.897,14,1,28
419,444.57,101.574,7,1,28
420,428.855,108.992,11,1,28
421,438.75300000000004,110.45,13,1,28
422,429.191,112.40700000000001,19,1,28
423,437.0,112.594,10,1,28
424,438.79699999999997,115.729,15,1,28
425,421.602,117.71700000000001,8,1,28
426,439.119,119.693,9,1,28
427,437.63800000000003,120.24600000000001,17,1,28
428,445.168,121.036,6,1,28
429,423.173,123.604,15,1,28
430,426.709,125.92399999999999,10,1,28
431,428.665,126.795,10,1,28
432,419.13300000000004,127.199,17,1,28
433,435.42199999999997,127.915,17,1,28
434,445.81800000000004,130.619,14,1,28
435,441.056,131.792,12,1,28
436,449.75,132.161,17,1,28
437,436.787,132.524,17,1,28
438,423.11300000000006,133.675,10,1,28
439,439.334,133.911,17,1,28
440,423.694,134.56,11,1,28
441,420.73699999999997,134.844,16,1,28
442,433.38,135.975,14,1,28
443,427.845,139.381,14,1,28
444,455.69,139.93,14,1,28
445,433.728,140.543,16,1,28
446,427.535,140.842,10,1,28
447,440.13,142.847,15,1,28
448,422.181,143.79399999999998,12,1,28
449,432.792,143.799,16,1,28
450,425.75800000000004,144.36700000000002,13,1,28
451,469.41900000000004,144.455,12,1,28
452,435.55,145.395,21,1,28
453,431.41900000000004,145.755,10,1,28
454,451.224,145.775,16,1,28
455,440.408,146.542,18,1,28
456,431.209,147.043,10,1,28
457,440.541,147.44299999999998,19,1,28
458,429.476,147.655,6,1,28
459,457.73800000000006,147.94899999999998,17,1,28
460,462.19699999999995,148.753,20,1,28
461,458.784,148.79,15,1,28
462,435.10400000000004,150.564,9,1,28
463,481.596,150.747,14,1,28
464,470.74199999999996,151.028,14,1,28
465,475.537,151.384,13,1,28
466,486.403,152.42700000000002,13,1,28
467,479.218,153.336,16,1,28
468,442.73900000000003,153.69899999999998,12,1,28
469,468.57099999999997,154.661,11,1,28
470,487.20300000000003,155.054,12,1,28
471,491.499,155.056,12,1,28
472,469.035,155.808,16,1,28
473,492.55400000000003,156.945,14,1,28
474,493.33099999999996,157.034,13,1,28
475,450.25699999999995,157.572,9,1,28
476,430.44199999999995,157.874,15,1,28
477,486.966,158.69,14,1,28
478,431.691,161.683,16,1,28
479,475.06300000000005,162.05100000000002,11,1,28
480,505.50300000000004,162.45,16,1,28
481,453.361,162.67600000000002,14,1,28
482,485.405,162.724,16,1,28
483,450.017,162.982,10,1,28
484,467.23699999999997,163.015,13,1,28
485,444.98800000000006,163.518,18,1,28
486,446.606,163.86900000000003,14,1,28
487,504.01599999999996,164.453,12,1,28
488,483.31699999999995,164.96,11,1,28
489,460.405,165.011,14,1,28
490,454.60699999999997,165.49099999999999,15,1,28
491,448.598,166.01,19,1,28
492,490.836,166.18599999999998,10,1,28
493,474.385,166.21099999999998,9,1,28
494,452.44599999999997,166.81400000000002,15,1,28
495,448.289,168.17700000000002,15,1,28
496,485.908,168.301,10,1,28
497,460.684,168.549,14,1,28
498,473.04400000000004,169.3,14,1,28
499,463.54400000000004,169.773,15,1,28
500,441.254,169.81900000000002,5,1,28
501,478.121,170.15200000000002,8,1,28
502,472.289,170.25799999999998,15,1,28
503,456.744,170.562,18,1,28
504,506.49699999999996,171.391,10,1,28
505,458.455,171.72299999999998,16,1,28
506,480.952,172.104,14,1,28
507,471.724,172.447,15,1,28
508,462.369,172.69099999999997,18,1,28
509,462.699,176.173,9,1,28
510,499.35699999999997,177.083,8,1,28
511,497.72900000000004,179.01,15,1,28
512,476.852,179.141,14,1,28
513,482.75699999999995,180.824,16,1,28
514,497.288,116.86200000000001,12,1,28
515,504.684,118.564,12,1,28
516,500.45,118.781,7,1,28
517,512.501,118.822,14,1,28
518,515.3580000000001,119.685,14,1,28
519,506.05699999999996,119.87299999999999,9,1,28
520,551.669,119.94,5,1,29
521,513.607,120.024,15,1,28
522,542.261,121.323,7,1,29
523,503.533,123.134,9,1,28
524,538.4490000000001,123.666,9,1,28
525,506.288,123.926,9,1,28
526,532.535,124.963,12,1,28
527,535.374,124.98700000000001,15,1,28
528,536.336,125.359,16,1,28
529,541.956,125.61399999999999,14,1,28
530,504.129,126.134,12,1,28
531,499.38599999999997,126.14399999999999,12,1,28
532,498.23800000000006,126.197,10,1,28
533,510.95099999999996,126.25399999999999,5,1,28
534,523.702,126.337,7,1,28
535,492.24,127.167,13,1,28
536,533.889,127.493,5,1,28
537,516.126,127.973,11,1,28
538,494.99,128.921,16,1,28
539,556.0169999999999,129.036,14,1,28
540,532.113,131.972,11,1,28
541,534.0419999999999,133.423,13,1,28
542,509.416,134.11,14,1,28
543,535.72,134.304,13,1,28
544,514.408,135.016,19,1,28
545,493.319,135.26,14,1,28
546,520.422,137.28,15,1,28
547,527.298,137.36,15,1,28
548,524.935,138.144,14,1,28
549,521.854,138.20600000000002,15,1,28
550,550.427,140.703,10,1,28
551,510.18300000000005,142.282,9,1,28
552,548.844,142.901,16,1,28
553,516.698,142.955,14,1,28
554,528.705,144.861,15,1,28
555,575.8,145.08100000000002,10,1,28
556,528.51,145.594,17,1,28
557,525.507,146.165,11,1,28
558,549.351,147.79399999999998,8,1,28
559,528.385,149.093,9,1,28
560,574.776,149.666,16,1,28
561,564.062,150.091,12,1,28
562,569.252,150.45,16,1,28
563,580.529,152.58,14,1,28
564,555.511,152.813,17,1,28
565,543.797,153.217,9,1,28
566,523.439,153.221,13,1,28
567,577.096,153.561,12,1,28
568,557.155,153.821,17,1,28
569,540.7280000000001,154.218,8,1,28
570,567.029,155.564,15,1,28
571,535.0,155.746,14,1,28
572,554.604,156.498,9,1,28
573,553.231,157.644,8,1,28
574,565.622,159.17700000000002,10,1,28
575,552.675,160.487,14,1,28
576,551.34,161.382,13,1,28
577,552.2280000000001,161.539,14,1,28
578,565.391,162.42,12,1,28
579,551.871,163.963,13,1,28
580,561.4209999999999,166.072,10,1,28
581,549.795,166.14700000000002,13,1,28
582,563.976,166.47,9,1,28
583,557.805,167.451,11,1,28
584,559.049,168.66099999999997,14,1,28
585,550.489,169.343,11,1,28
586,563.571,171.00799999999998,17,1,28
587,565.895,174.81599999999997,13,1,28
588,578.552,176.176,15,1,28
589,558.492,176.96599999999998,9,1,28
590,558.076,183.12099999999998,10,1,28
591,572.341,183.795,16,1,28
592,548.741,185.141,11,1,28
593,571.997,185.255,16,1,28
594,571.288,186.59099999999998,11,1,28
595,568.308,189.231,22,1,28
596,554.133,189.46400000000003,10,1,28
597,568.75,190.52200000000002,17,1,28
598,574.234,191.90400000000002,21,1,28
599,560.184,192.29,9,1,28
600,554.855,194.481,10,1,28
601,545.7919999999999,198.292,14,1,28
602,573.339,199.37,13,1,28
603,560.626,201.33900000000003,14,1,28
604,484.47900000000004,201.808,10,1,1
605,544.398,202.037,22,1,28
606,546.15,202.697,22,1,28
607,544.523,203.247,20,1,28
608,557.549,203.253,14,1,28
609,496.092,204.783,12,1,1
610,545.515,205.062,13,1,28
611,552.0790000000001,205.232,23,1,28
612,556.428,205.593,18,1,28
613,480.224,206.36599999999999,13,1,1
614,554.335,206.42,21,1,28
615,569.615,206.821,11,1,28
616,549.936,207.55900000000003,12,1,28
617,476.785,207.988,6,1,1
618,540.5509999999999,208.51,5,1,28
619,570.595,208.90599999999998,15,1,28
620,501.173,209.049,9,1,1
621,471.001,209.15400000000002,14,1,1
622,553.659,209.15900000000002,10,1,28
623,484.712,209.50099999999998,13,1,1
624,474.655,209.547,16,1,1
625,570.0219999999999,209.903,15,1,28
626,497.611,211.97,8,1,1
627,537.191,211.979,7,1,28
628,476.159,213.082,10,1,1
629,529.146,213.37400000000002,9,1,1
630,530.331,213.71599999999998,9,1,1
631,560.98,214.079,8,1,28
632,562.351,214.13,9,1,28
633,564.375,214.27200000000002,10,1,28
634,487.01300000000003,214.47099999999998,14,1,1
635,487.71,214.87099999999998,15,1,1
636,458.4,214.958,17,1,1
637,520.077,215.482,12,1,1
638,547.3480000000001,216.15,7,1,28
639,514.639,216.942,11,1,1
640,568.922,217.769,9,1,28
641,537.99,217.917,10,1,1
642,466.88800000000003,218.47799999999998,18,1,1
643,533.306,218.951,7,1,1
644,464.185,218.97400000000002,14,1,1
645,547.947,218.987,1,-1,-1
646,543.3340000000001,219.389,9,1,1
647,475.069,220.2,7,1,1
648,496.267,220.2,15,1,1
649,537.621,221.06799999999998,10,1,1
650,548.078,221.696,10,1,1
651,479.44,221.889,8,1,1
652,526.415,221.976,11,1,1
653,469.176,222.122,13,1,1
654,493.10900000000004,222.595,13,1,1
655,504.879,223.245,16,1,1
656,472.42400000000004,223.37400000000002,13,1,1
657,508.167,224.352,17,1,1
658,501.681,224.604,12,1,1
659,498.585,224.761,14,1,1
660,491.164,225.738,8,1,1
661,558.66,226.102,11,1,1
662,518.744,226.107,7,1,1
663,485.69,226.433,11,1,1
664,505.801,227.197,15,1,1
665,517.547,227.273,13,1,1
666,532.845,227.692,11,1,1
667,511.19800000000004,229.15099999999998,13,1,1
668,505.32800000000003,229.27,12,1,1
669,477.532,230.32299999999998,13,1,1
670,559.487,230.512,12,1,1
671,534.237,231.18200000000002,13,1,1
672,555.919,231.33,10,1,1
673,496.519,231.653,14,1,1
674,545.0409999999999,233.072,12,1,1
675,539.702,233.50599999999997,13,1,1
676,484.31699999999995,233.798,16,1,1
677,546.9019999999999,233.832,12,1,1
678,517.9630000000001,234.854,12,1,1
679,484.92,235.709,17,1,1
680,531.058,235.72299999999998,15,1,1
681,530.053,235.845,12,1,1
682,473.185,235.903,18,1,1
683,503.42900000000003,236.263,20,1,1
684,518.4119999999999,236.544,10,1,1
685,490.594,237.16299999999998,15,1,1
686,528.082,237.987,15,1,1
687,506.602,239.498,12,1,1
688,530.871,239.96599999999998,14,1,1
689,489.75,242.396,14,1,1
690,551.065,242.547,14,1,1
691,495.83099999999996,242.58599999999998,15,1,1
692,482.31,243.418,17,1,1
693,519.888,244.016,20,1,1
694,524.336,245.015,16,1,1
695,485.006,245.82299999999998,15,1,1
696,489.089,246.34,21,1,1
697,502.585,246.657,13,1,1
698,507.542,247.408,21,1,1
699,528.185,247.66099999999997,17,1,1
700,538.825,248.077,10,1,1
701,508.916,248.813,15,1,1
702,512.989,248.855,21,1,1
703,523.0740000000001,250.801,10,1,1
704,534.594,252.169,14,1,1
705,540.102,252.257,16,1,1
706,519.289,252.735,19,1,1
707,522.247,253.701,21,1,1
708,520.8380000000001,254.25599999999997,21,1,1
709,541.399,254.555,16,1,1
710,524.5930000000001,254.965,17,1,1
711,517.344,255.757,16,1,1
712,94.84200000000001,135.204,4,1,30
713,109.321,138.094,4,1,31
714,71.813,138.20600000000002,12,1,4
715,320.843,138.22799999999998,15,1,1
716,61.427,138.457,8,1,9
717,142.07,138.726,14,1,15
718,50.861000000000004,138.893,5,1,13
719,140.83700000000002,139.14600000000002,17,1,15
720,194.828,139.209,15,1,32
721,203.609,139.329,17,1,32
722,49.89,139.351,3,0,12
723,168.274,139.703,13,1,32
724,200.69799999999998,139.846,18,1,32
725,90.066,139.88,6,1,33
726,188.524,139.94,17,1,32
727,125.125,139.991,6,1,16
728,37.458,140.053,4,1,34
729,249.584,140.167,13,1,1
730,258.339,140.262,14,1,1
731,53.696000000000005,140.333,5,1,7
732,306.48,140.395,9,1,1
733,47.45399999999999,140.403,8,1,35
734,230.524,140.512,11,1,32
735,201.416,140.704,19,1,32
736,304.199,140.746,9,1,1
737,246.043,140.806,18,1,1
738,219.61599999999999,140.885,21,1,32
739,225.11,140.915,15,1,32
740,95.795,141.15200000000002,10,1,36
741,67.96,141.335,9,1,5
742,296.66200000000003,141.43200000000002,13,1,1
743,270.289,141.447,14,1,1
744,326.361,141.649,12,1,1
745,62.998999999999995,141.875,7,1,9
746,172.605,141.876,12,1,32
747,315.501,142.003,14,1,1
748,316.762,142.555,14,1,1
749,216.062,142.694,23,1,32
750,328.92900000000003,142.844,12,1,1
751,32.099000000000004,143.035,3,-1,-1
752,227.643,143.225,16,1,32
753,126.689,144.08100000000002,12,1,16
754,238.139,144.096,11,1,32
755,70.308,144.13299999999998,7,1,5
756,246.255,144.218,6,1,1
757,107.021,144.256,10,1,37
758,312.559,144.434,10,1,1
759,75.993,144.485,4,1,4
760,189.235,144.589,27,1,32
761,219.13099999999997,144.7,23,1,32
762,97.647,144.72,10,1,36
763,146.461,144.838,19,1,15
764,190.41,144.839,22,1,32
765,57.351000000000006,144.958,7,1,7
766,268.27099999999996,144.971,17,1,1
767,133.514,145.516,6,1,16
