index,d1,d2,Number of calculations,Point type,Cids (may be more than one
106,0.8261843262795923,0.5633999103744481,35,1,10
107,0.8622477481276118,0.5064867430139334,20,1,10
108,0.7501953095545353,0.661216301615723,16,1,10
109,0.4326107312861131,0.901580809010537,14,1,19
110,0.4883263979519802,0.8726610619611971,12,1,16
111,0.9670284756631291,0.2546682690416005,24,1,10
112,0.8103692753377485,0.5859194804651681,37,1,10
113,0.28364006925370416,0.958930816646203,9,1,31
114,0.910629404196017,0.4132240169854689,26,1,10
115,0.780365927943579,0.6253231312727499,21,1,10
116,0.9638115229663616,0.26658459857475353,17,1,10
117,0.8927967185411868,0.4504597866203917,26,1,10
118,0.5491640072264172,0.8357146003074396,9,1,16
119,0.7967332355410506,0.6043311603618408,32,1,10
120,0.5939183779728485,0.8045253012218452,11,1,14
121,0.9594877852935133,0.28175022603815064,19,1,10
122,0.8323024340932434,0.554321800222995,16,1,10
123,0.8391661571518729,0.5438751333633097,24,1,10
124,0.8346144925891622,0.5508345021511774,28,1,10
125,0.8149098049587538,0.5795877929891947,35,1,10
126,0.9963090055450684,0.08583918376707035,5,1,3
127,0.5014914689233563,0.8651625896888367,7,1,16
128,0.7670842575978547,0.6415463675725614,21,1,10
129,0.8153548274399827,0.5789615750378568,35,1,10
130,0.29844632273283095,0.954426420656538,7,1,30
131,0.40212563085634623,0.9155845002010388,9,1,20
132,0.8960933747628705,0.44386559193757014,21,1,10
133,0.7200472046650395,0.6939250846122099,17,1,11
134,0.7166861282257909,0.6973958657812112,18,1,11
135,0.8064210358046967,0.5913417903477481,36,1,10
136,0.7731616704425929,0.634208980824475,24,1,10
137,0.43205472656521715,0.9018473891145083,12,1,19
138,0.6980326507148056,0.7160659316962805,15,1,11
139,0.5242420339668077,0.8515693100519444,9,1,16
140,0.8242521122343096,0.566222973286389,36,1,10
141,0.9397445587497759,0.34187741121663623,20,1,10
142,0.12468291603233739,0.9921966390034149,7,1,45
143,0.369000102922744,0.9294293539817884,8,1,20
144,0.6907809753539631,0.7230640663793405,16,1,11
145,0.3967684901161166,0.9179187138581374,9,1,20
146,0.8136553650046447,0.5813475268711121,31,1,10
147,0.8982510706578826,0.43948266639535133,24,1,10
148,0.9851828484108671,0.17150730362596958,21,1,8
149,0.9747636270520705,0.22323949331668852,17,1,10
150,0.884568184813794,0.46641089868830216,25,1,10
151,0.6533207826504484,0.7570812076369388,14,1,11
152,0.6617702997698222,0.7497066561946478,15,1,11
153,0.9876624363648246,0.15659793036275596,18,1,8
154,0.5321682526786057,0.846638618798481,20,1,16
155,0.8219032760483564,0.5696270752176192,33,1,10
156,0.9284105221546664,0.37155605546471704,18,1,10
157,0.4118242146689524,0.9112633078382453,13,1,19
158,0.6849694885931746,0.7285717532929786,20,1,11
159,0.7187305678122163,0.6952886960769096,17,1,11
160,0.8379862898917833,0.5456912844763091,22,1,10
161,0.17780994422550345,0.9840648473218233,8,1,40
162,0.9013277037301797,0.43313781927751516,23,1,10
163,0.8288160336616909,0.5595212081282558,44,1,10
164,0.4840907717489314,0.8750177853664026,13,1,17
165,0.9745946192433416,0.22397617762147426,13,1,10
166,0.7950165234520448,0.6065877738944502,37,1,10
167,0.9899501514523283,0.1414167516226844,7,1,8
168,0.3925509490524082,0.9197302606732333,7,1,20
169,0.7022969950950946,0.7118840710961306,14,1,11
170,0.7784325763404645,0.6277282247055225,27,1,10
171,0.7758547288199608,0.6309115942568383,34,1,10
172,0.1616632375958867,0.9868459847463614,10,1,42
173,0.9904935509687102,0.13755917086619515,14,1,8
174,0.9052648863507553,0.4248476027240285,19,1,10
175,0.8296912441930654,0.5582225714796591,39,1,10
176,0.817132448625624,0.5764499643534484,33,1,10
177,0.9481439938101768,0.31784110338609045,22,1,10
178,0.7866761129728607,0.6173659314198597,33,1,10
179,0.9098303551597456,0.41498039089804123,12,1,10
180,0.8196486047422177,0.5728666203787196,40,1,10
181,0.8186148692277523,0.5743428382762598,43,1,10
182,0.8379372273808595,0.5457666195080805,22,1,10
183,0.8654688983607287,0.5009626592574209,17,1,10
184,0.3618248760501623,0.9322460828940418,16,1,20
185,0.419894988673118,0.9075726959793371,10,1,19
186,0.3144061510839532,0.9492885610606369,6,1,26
187,0.90222444305251,0.4312668018275787,28,1,10
188,0.3608691375282528,0.9326164622070613,15,1,20
189,0.8227389738124579,0.5684193706850811,35,1,10
190,0.903393338093795,0.42881286907898436,19,1,10
191,0.9577200330194574,0.28770182194975624,12,1,10
192,0.7173400482352986,0.6967232271123014,17,1,11
193,0.8700118611218263,0.49303079164220154,19,1,10
194,0.7963164421052987,0.6048802559455535,35,1,10
195,0.8523564992870475,0.5229611822335664,21,1,10
196,0.40904076959927976,0.9125161087924031,16,1,19
197,0.2735133312827264,0.9618682121843021,6,1,33
198,0.8097860888767435,0.5867252255201805,33,1,10
199,0.09651503767431571,0.9953315264286193,8,1,53
200,0.9811587755516418,0.1932031499691534,13,1,8
201,0.95523805442816,0.2958382317623997,14,1,10
202,0.08494816205088267,0.9963853721147139,3,-1,-1
203,0.9861254920655256,0.1660015478799068,21,1,8
204,0.7658282868383995,0.643045126782065,11,1,10
205,0.9622016395986852,0.27233803398277295,18,1,10
206,0.669285199541977,0.7430056000287321,13,1,11
207,0.9754537237498871,0.22020452498184226,14,1,10
208,0.7206360092876011,0.6933135957977751,13,1,11
209,0.7300394086345179,0.6834050496159384,17,1,11
210,0.675045958735006,0.7377756797262542,12,1,11
211,0.8206341827938368,0.5714538809302913,32,1,10
212,0.7083509804688369,0.7058603887942978,10,1,11
213,0.7946694468083082,0.6070423958088739,41,1,10
214,0.7165736268513606,0.6975114603367367,18,1,11
215,0.8159593733891866,0.578109246577432,35,1,10
216,0.9607144499768203,0.2775387281186817,23,1,10
217,0.695650266665882,0.7183806139420017,21,1,11
218,0.7535767043488701,0.657359985595941,17,1,10
219,0.9057388764302403,0.4238361566960586,22,1,10
220,0.9185457753530017,0.39531463238938275,17,1,10
221,0.8007872238127256,0.5989489311938938,28,1,10
222,0.8725152602362476,0.4885868609110084,20,1,10
223,0.8387892938483704,0.5444561695172091,27,1,10
224,0.6642442614142194,0.7475155925987619,17,1,11
225,0.8470454745055047,0.5315204268132547,15,1,10
226,0.2631102561637001,0.9647657711079266,6,1,34
227,0.9530995584414467,0.3026569538251508,21,1,10
228,0.8312848156259014,0.555846701267365,29,1,10
229,0.6597037455746484,0.7515257600872904,16,1,11
230,0.26819895966450136,0.9633635440657277,12,1,34
231,0.8334278525772935,0.5526282788171462,44,1,10
232,0.8748775034280981,0.48434425153543237,16,1,10
233,0.9427568608257478,0.33348088605792914,27,1,10
234,0.7960811171515428,0.6051899329258141,35,1,10
235,0.663892608654237,0.7478279241739186,16,1,11
236,0.7084300835516911,0.7057809977032138,12,1,11
237,0.8244356740008351,0.5659556691427241,37,1,10
238,0.9744953581275779,0.2244076580417958,14,1,10
239,0.8355163371915306,0.5494656042793293,30,1,10
240,0.9065200351736814,0.42216279541038126,18,1,10
241,0.8851119281866949,0.4653782059590144,22,1,10
242,0.35776596648798653,0.9338112835165985,11,1,20
243,0.9837504664374884,0.1795411367459383,11,1,8
244,0.6388679689465151,0.7693163967147423,8,1,12
245,0.8785375768245436,0.4776732419837426,21,1,10
246,0.8304316629162004,0.5571205015310726,27,1,10
247,0.1796063883660778,0.9837385553377959,8,1,40
248,0.7879029672604293,0.6157994106705614,22,1,10
249,0.8997224808303328,0.4364624353693129,25,1,10
250,0.737274671892128,0.6755931158518084,17,1,11
251,0.9212155558706281,0.38905256665644733,24,1,10
252,0.9657073854569014,0.25963290560712005,17,1,10
253,0.8720850365848575,0.48935435929884985,22,1,10
254,0.8917906158983858,0.45244833671434553,21,1,10
255,0.5294298797106401,0.8483537012765235,14,1,16
256,0.41179353799270163,0.9112771708253495,13,1,19
257,0.9358446319428608,0.35241286137672573,21,1,10
258,0.9349535747609213,0.35477008476163047,14,1,10
259,0.5437944483868941,0.8392184446874327,10,1,16
260,0.8235167307789321,0.5672919831331832,37,1,10
261,0.6732047300049508,0.7394561457577867,12,1,11
262,0.27418301827294134,0.9616775304075373,5,1,33
263,0.9622382811057747,0.27220854206766554,18,1,10
264,0.9378405323556696,0.34706647183332817,27,1,10
265,0.8530281779825302,0.5218648556549913,17,1,10
266,0.8285320381373269,0.559941659264612,47,1,10
267,0.9598015809710202,0.2806793992538996,19,1,10
268,0.9641237662320687,0.265453128417224,23,1,10
269,0.8778189874935574,0.4789925105842321,25,1,10
270,0.7224985281863494,0.6913724587865492,8,1,11
271,0.3772968726631117,0.9260923657382323,10,1,20
272,0.9948946830027597,0.10091862926555371,5,1,6
273,0.7470759090054826,0.6647387352814876,17,1,10
274,0.9380354006062058,0.34653944538761366,23,1,10
275,0.7858193962117892,0.6184560425263376,32,1,10
276,0.9909661750907396,0.13411204206196242,14,1,8
277,0.9271124409639222,0.3747832998012558,12,1,10
278,0.9749443862235877,0.22244874414370538,15,1,10
279,0.711961933472215,0.7022180610654394,22,1,11
280,0.8057863673442806,0.5922063240139437,30,1,10
281,0.9519573069969333,0.30623077189457426,21,1,10
282,0.9317367439506524,0.36313446541499833,13,1,10
283,0.5717863198283694,0.8204025868176732,14,1,14
284,0.7895263576959668,0.6137166532719642,28,1,10
285,0.9355814885617766,0.3531108583158132,17,1,10
286,0.515073949762008,0.8571457438945633,12,1,16
287,0.9601425053585189,0.27951094684084654,10,1,10
288,0.6728707423835418,0.7397600719451011,13,1,11
289,0.89727176444984,0.4414786299709997,19,1,10
290,0.40125129643362817,0.9159680109645383,12,1,20
291,0.6814635784219676,0.731852028270966,17,1,11
292,0.8178569010955572,0.5754216622011826,25,1,10
293,0.4992099251543408,0.8664810734386513,7,1,16
294,0.22284992549430388,0.9748527636044241,4,1,36
295,0.871514077204173,0.49037048568909486,19,1,10
296,0.7634865805120903,0.6458236921776372,17,1,10
297,0.9259555097760862,0.37763261765280354,13,1,10
298,0.9493188660911472,0.31431463612663413,27,1,10
299,0.9895059801065057,0.14449192134324898,15,1,8
300,0.16315175104088078,0.9866009862818376,6,1,42
301,0.8008007979685983,0.5989307822886182,27,1,10
302,0.4041439752252457,0.9146953849720331,14,1,20
303,0.7625781084373201,0.6468961497274186,22,1,10
304,0.6706182462510455,0.7418026474711263,12,1,11
305,0.9921297672114796,0.12521391700963355,14,1,8
306,0.5534619623093558,0.8328744540905773,9,1,15
307,0.5694690701324868,0.822012760340398,11,1,14
308,0.9618282914119889,0.2736536823057462,19,1,10
309,0.9520011534353201,0.306094436175864,22,1,10
310,0.6960244929804792,0.7180180395862398,23,1,11
311,0.5578441926562033,0.8299456950426025,10,1,14
312,0.786230025463589,0.6179339342191237,34,1,10
313,0.960576019297513,0.2780174655494577,23,1,10
314,0.662292751610505,0.7492451609214343,19,1,11
315,0.7033409545709797,0.7108526581670658,9,1,11
316,0.8124458914597655,0.5830365970075523,32,1,10
317,0.6395446610740293,0.7687539440495282,12,1,12
318,0.9607828627890134,0.27730180412494254,25,1,10
319,0.9281990548489295,0.3720840154824631,16,1,10
320,0.42944281799277073,0.9030940516216613,16,1,19
321,0.8287479996838648,0.5596219733176966,46,1,10
322,0.7700708946101236,0.6379583193864344,22,1,10
323,0.42148083306010914,0.9068373103059647,17,1,19
324,0.7736648847523883,0.6335950174212813,20,1,10
325,0.8707818706109586,0.4916695372048991,9,1,10
326,0.97914505101323,0.20316242043325586,10,1,9
327,0.9622467017920882,0.2721787737687278,18,1,10
328,0.9610153815871675,0.27649491198369464,18,1,10
329,0.8385690207344837,0.5447953721025989,27,1,10
330,0.9662814140613897,0.2574883081608195,27,1,10
331,0.5639963206929255,0.8257773006354938,13,1,14
332,0.8080112864255051,0.5891670060424296,22,1,10
333,0.43119121290021517,0.9022605709647525,13,1,19
334,0.5997102811707439,0.8002172071744693,19,1,14
335,0.8729480659717583,0.4878131549232418,20,1,10
336,0.6792833103653401,0.733876136864461,19,1,11
337,0.8332990161394218,0.5528225300230368,42,1,10
338,0.7749719273193775,0.6319956581076246,22,1,10
339,0.8513394192000567,0.5246152812453239,25,1,10
340,0.33430839491000663,0.9424637378131294,7,1,23
341,0.9416918438898711,0.33647655364273826,20,1,10
342,0.7600293334401114,0.6498887691832963,14,1,10
343,0.949042130201568,0.31514922672040624,28,1,10
344,0.9514207733448035,0.30789367003557583,23,1,10
345,0.5886299384469541,0.8084026197161505,11,1,14
346,0.817056137051865,0.5765581227472942,34,1,10
347,0.7838509716614207,0.6209489948662825,18,1,10
348,0.17032638154963461,0.9853877022513566,8,1,41
349,0.9855121553673186,0.16960481014187634,19,1,8
350,0.6043302541550852,0.7967339229083007,6,1,14
351,0.26157153072841066,0.9651840934828942,4,1,34
352,0.7262382588454618,0.6874430822905355,15,1,11
353,0.7712309343283424,0.6365554539355011,24,1,10
354,0.21745501233686124,0.976070344601031,10,1,36
355,0.7569831896668554,0.653434350613582,21,1,10
356,0.9657887994829565,0.2593298956797494,16,1,10
357,0.7964990962143579,0.6046397189481608,36,1,10
358,0.9828472095707931,0.18442169785278953,15,1,8
359,0.9550971446054908,0.2962928354963013,11,1,10
360,0.8218658492136627,0.5696810738442213,33,1,10
361,0.8425635837979393,0.5385968875305289,31,1,10
362,0.43752183877922335,0.8992077849925718,12,1,19
363,0.6729553944314154,0.7396830653095002,13,1,11
364,0.9709273774731173,0.23937424187488246,9,1,10
365,0.9395248294332121,0.34248079490461003,19,1,10
366,0.8982678453691212,0.4394483791936392,24,1,10
367,0.8942551230158523,0.4475575660849703,25,1,10
368,0.8044203738976277,0.5940604868684679,45,1,10
369,0.8101580389792141,0.5862115248588636,32,1,10
370,0.6345843285980957,0.7728536277314768,12,1,12
371,0.5925171222428384,0.8055578563014982,9,1,14
372,0.6941399082633423,0.7198401126334645,20,1,11
373,0.9492228230139174,0.3146045649215682,26,1,10
374,0.8400032805850313,0.5425813198096534,21,1,10
375,0.6930422463883802,0.7208969723344298,11,1,11
376,0.9946666488789292,0.1031419294368735,4,1,6
377,0.8891788852416651,0.45755973384946114,21,1,10
378,0.6689304010215995,0.7433250423529951,11,1,11
379,0.8400464099955508,0.5425145427116098,20,1,10
380,0.8260267319419845,0.5636309414122371,34,1,10
381,0.829636815395807,0.5583034609779018,39,1,10
382,0.9741534415492493,0.22588730003644164,24,1,10
383,0.9017610491637759,0.43223490165770534,25,1,10
384,0.9193421104921258,0.39345912605489775,20,1,10
385,0.7315948327983746,0.6817396868473466,25,1,11
386,0.6347984712943535,0.7726777470862946,12,1,12
387,0.5290858733327768,0.8485682875524473,11,1,16
388,0.8124010585630735,0.5830990653787722,33,1,10
389,0.2202699795052307,0.9754389453619151,9,1,36
390,0.23676762679677146,0.9715663080310188,8,1,35
391,0.7449782367805406,0.6670887697475926,14,1,10
392,0.9243065021933167,0.3816510055052342,25,1,10
393,0.6465093751885909,0.7629060412614767,23,1,11
394,0.9457519841232664,0.32488949587037275,15,1,10
395,0.3820060728515656,0.9241598131841291,12,1,20
396,0.9497943885596152,0.3128747664172789,20,1,10
397,0.09926153939359919,0.9950613784069869,8,1,52
398,0.7733925497198162,0.6339274122783156,20,1,10
399,0.7973649992805629,0.6034973553565154,41,1,10
400,0.9416522970334906,0.33658721231138716,18,1,10
401,0.11976431204934779,0.9928023517092143,10,1,45
402,0.46086400047165765,0.8874707730788998,18,1,17
403,0.9017423921498012,0.4322738231722504,28,1,10
404,0.8853292992866779,0.4649645489976195,17,1,10
405,0.9879931101413127,0.15449794274777903,13,1,8
406,0.9221047518739338,0.38694033980900844,15,1,10
407,0.8060126777360918,0.59189827109791,33,1,10
408,0.7292719488007186,0.6842239579935815,16,1,11
409,0.7828253102579034,0.6222415396127272,21,1,10
410,0.7855621122885961,0.6187828114424957,31,1,10
411,0.9122671756542862,0.4095956545469588,21,1,10
412,0.9882767910231889,0.15267280152308768,13,1,8
413,0.7756647214195371,0.6311451813530321,33,1,10
414,0.3168376800106606,0.948479775496274,8,1,26
415,0.8500109431131175,0.526765029769392,19,1,10
416,0.9283386002570003,0.37173571697225094,18,1,10
417,0.8407839404834818,0.5413708206258154,15,1,10
418,0.9163495702507551,0.40037915168157334,21,1,10
419,0.35027438594265264,0.9366471344922257,11,1,21
420,0.7395495888820327,0.6731020766454494,5,1,10
421,0.8641641102975774,0.5032100858226078,17,1,10
422,0.4095025775357537,0.9123089602714499,18,1,19
423,0.5033985450118508,0.8640543413929194,14,1,16
424,0.944933550185796,0.327262258339192,16,1,10
425,0.4442098941967122,0.8959227477287011,9,1,19
426,0.8428974969833553,0.5380741673591055,28,1,10
427,0.9409270357943137,0.3386093816055989,18,1,10
428,0.18938258723182982,0.9819033738883773,11,1,39
429,0.8236679990500547,0.5670723299023496,42,1,10
430,0.22424938012405385,0.974531792972388,11,1,36
431,0.6686768545261764,0.743553134766426,14,1,11
432,0.9494022761359774,0.3140626021477653,25,1,10
433,0.5062354137131767,0.8623953304040142,10,1,16
434,0.9416725235454196,0.3365306203001461,18,1,10
435,0.948856974362904,0.3157062593660055,25,1,10
436,0.9513484390391493,0.3081171003657116,24,1,10
437,0.33569685701208046,0.9419700739366463,8,1,23
438,0.7165008933280009,0.6975861737879963,19,1,11
439,0.19591938760963162,0.9806200046698349,5,1,38
440,0.959417293675238,0.28199017109977864,17,1,10
441,0.7634920761944194,0.6458171951785854,17,1,10
442,0.7700135608999933,0.6380275198062481,21,1,10
443,0.7269200333165637,0.6867221164073906,21,1,11
444,0.9921472222057497,0.1250755350554805,11,1,8
445,0.37023811199793727,0.9289368872125828,11,1,20
446,0.40462139753469956,0.9144842943741937,16,1,20
447,0.7816656971555238,0.6236976333852559,27,1,10
448,0.7133246142488401,0.7008337853633652,17,1,11
449,0.9368478175856956,0.3497372823776718,18,1,10
450,0.2563145747887418,0.966593419567331,8,1,34
451,0.8401190697435257,0.5424020175601058,22,1,10
452,0.26754485213447365,0.9635454073868771,10,1,34
453,0.15480839273815325,0.9879445133902155,8,1,43
454,0.966513380948927,0.25661622015506774,20,1,10
455,0.867685263855578,0.49711395362419275,19,1,10
456,0.9559306384015684,0.2935925996430599,21,1,10
457,0.7091294250282046,0.7050783350516223,21,1,11
458,0.9578811641322907,0.2871648923537968,17,1,10
459,0.023249251040725945,0.9997296996318782,2,-1,-1
460,0.6871440810028113,0.7265211710217409,12,1,11
461,0.17004840384200556,0.9854357109171487,8,1,41
462,0.17911549103202407,0.983828054525971,7,1,40
463,0.8509224267063922,0.5252913703156606,27,1,10
464,0.8437228469360333,0.5367790584199006,18,1,10
465,0.850665789388715,0.5257068715203126,21,1,10
466,0.9553810640145947,0.2953760696507775,17,1,10
467,0.9702642227906639,0.2420482141483985,20,1,10
468,0.9547673327374963,0.29735389746449786,18,1,10
469,0.9647083018581035,0.26332089230832834,19,1,10
470,0.3237979505827314,0.9461262533078887,11,1,25
471,0.9523498415462307,0.30500783482866367,28,1,10
472,0.5876365544827175,0.809125008781511,4,1,14
473,0.993622032570216,0.11276194566888569,11,1,7
474,0.48847744375685626,0.8725765221118246,9,1,16
475,0.8784985926514245,0.4777449347815909,19,1,10
476,0.8732867429238869,0.4872065933804559,16,1,10
477,0.7946348109702306,0.6070877343467793,41,1,10
478,0.9759913498300148,0.21780928597510607,16,1,10
479,0.8063617413150357,0.5914226425690713,35,1,10
480,0.7307112974124452,0.6826866044048476,22,1,11
481,0.8846130835255857,0.4663257364282558,26,1,10
482,0.8801622242399636,0.4746730022035802,24,1,10
483,0.9765554020818463,0.21526622276791016,18,1,10
484,0.8089841465314956,0.5878304608139217,30,1,10
485,0.8221617745581871,0.5692539121124536,34,1,10
486,0.49274040809634795,0.8701763558204995,9,1,16
487,0.880863844299351,0.47336971576788545,24,1,10
488,0.260501531433903,0.9654734341868715,5,1,34
489,0.6466078023938319,0.7628226201964775,22,1,11
490,0.9387991615666291,0.3444649971213245,23,1,10
491,0.9658913244148273,0.25894777353777476,16,1,10
492,0.7070381141014688,0.7071754416040182,8,1,11
493,0.9135499085534257,0.4067266460192,22,1,10
494,0.3573654549139054,0.9339646308261236,10,1,20
495,0.8366609469237849,0.5477211515840843,23,1,10
496,0.45354303918319455,0.8912343752394603,13,1,18
497,0.7364006497608867,0.6765456991451086,21,1,11
498,0.8257261860465023,0.5640711530269006,34,1,10
499,0.36998641921042763,0.9290371626581175,10,1,20
500,0.9072252415957924,0.42064517233822635,20,1,10
501,0.37281264720831875,0.9279066386665878,10,1,20
502,0.9432636992355505,0.33204456584088987,15,1,10
503,0.35797958507792366,0.933729412981854,12,1,20
504,0.9901286832290499,0.1401613022453331,11,1,8
505,0.8090846967773954,0.5876920566424481,28,1,10
506,0.48387001938187546,0.875139877015888,11,1,17
507,0.9827373343479472,0.18500630172697116,15,1,8
508,0.6485305546642898,0.7611886229226161,8,1,11
509,0.9409912697906228,0.33843083514631395,23,1,10
510,0.9519146818862475,0.3063632458527041,20,1,10
511,0.7734525160413427,0.6338542462027974,20,1,10
512,0.8023950250809507,0.5967932839144059,31,1,10
513,0.13151523294299403,0.9913141497547333,7,1,44
514,0.5462537696622161,0.8376197342050978,4,1,16
515,0.9482499961184365,0.3175247153551751,24,1,10
516,0.8929302818725527,0.45019497077933196,26,1,10
517,0.46872825569104004,0.883342415101208,9,1,17
518,0.7781914451048425,0.6280271290045015,24,1,10
519,0.9918234359386048,0.1276176787241507,11,1,8
520,0.8239943279951861,0.5665980475008378,41,1,10
521,0.24367713012291453,0.9698564101221686,7,1,35
522,0.1503096423723409,0.9886389691944674,6,1,43
523,0.3412035591899658,0.9399894314278747,13,1,22
524,0.9701981668472859,0.24231284952756,22,1,10
525,0.711300190372659,0.7028883547020957,18,1,11
526,0.3949572092328599,0.918699517184477,7,1,20
527,0.6294323905835555,0.7770552526585677,10,1,12
528,0.7936262576432176,0.6084055910157476,26,1,10
529,0.5451717951762315,0.8383243487721951,7,1,16
530,0.9695310912007039,0.24496829018297892,21,1,10
531,0.6635070073127576,0.7481700683981339,17,1,11
532,0.44793835560165524,0.8940644437516153,13,1,19
533,0.6146453504632206,0.7888035833805174,7,1,14
534,0.8269109783971151,0.562332849659635,33,1,10
535,0.642784450467136,0.7660470940077131,14,1,12
536,0.4227264975185179,0.9062573079957627,18,1,19
537,0.3773884225207812,0.9260550623733322,10,1,20
538,0.9943178666034898,0.10645177383719188,11,1,7
